name,category,price,platform,sales_volume,rating,description
加厚打底裤女冬季外穿高腰保暖小黑裤,女装,39.0,拼多多,52500,4.5,冬季加厚500g绒 高腰收腹提臀 外穿显瘦小黑裤 一条过冬 百搭所有上衣
羽绒马甲女短款立领保暖无袖内胆背心,女装,99.0,抖音,18500,4.7,冬季羽绒马甲 90%鸭绒填充 立领保暖 轻薄无袖内胆 办公室室内穿着 春秋冬三季可穿
雪地靴女短筒加绒保暖防滑棉鞋冬季外穿,女装,59.0,拼多多,38500,4.6,冬季加绒雪地靴 短筒百搭 防滑牛筋底 内里厚绒保暖 防水鞋面 36-41码
保暖内衣女套装自发热恒温打底秋衣秋裤,女装,49.0,抖音,42500,4.7,自发热纤维恒温保暖 轻薄不臃肿 打底内衣套装 冬季必备 可外穿 多色可选
加厚围巾女冬季保暖披肩韩版百搭围脖,女装,29.0,拼多多,28500,4.6,冬季加厚羊羔绒围巾 大尺寸可当披肩 韩版百搭纯色 保暖舒适亲肤
貂绒毛衣女高领加厚套头打底针织衫冬季,女装,109.0,抖音,15500,4.7,貂绒混纺柔软细腻 高领保暖 冬季加厚套头毛衣 宽松慵懒风 内搭外穿均可
触屏手套女冬季保暖加绒骑车防寒手套,女装,19.0,拼多多,35500,4.5,冬季加绒保暖触屏手套 三指可触屏 骑车防寒防风 掌心防滑 男女通用
男士羽绒服短款加厚保暖连帽外套冬季,女装,199.0,拼多多,22500,4.6,冬季男士短款羽绒服 80%鸭绒填充 连帽防风 加厚保暖 零下15度可穿 M-4XL
冲锋衣三合一可拆卸冬季加绒防水防风外套,运动户外,159.0,抖音,25500,4.7,三合一冲锋衣 可拆卸内胆 冬季加绒保暖 防水防风透湿 户外登山通勤两用
加绒卫裤男冬季保暖束脚运动裤加厚,运动户外,69.0,拼多多,32500,4.5,冬季加绒加厚卫裤 束脚设计 保暖防风 运动休闲两穿 不起球不掉色 M-3XL
触屏手套冬季加绒户外骑行防寒保暖手套,运动户外,22.0,抖音,28500,4.6,冬季户外加绒手套 三指触屏可用 骑行骑车防风防寒 掌心防滑耐磨 男女通用
保暖耳罩冬季加厚护耳罩防冻耳包保暖套,日用百货,9.9,拼多多,38500,4.5,冬季加厚绒毛耳罩 防风防冻 可折叠便携 骑车外出必备 多色可选 男女通用
电热毯双人加厚水暖毯安全调温电褥子,家居收纳,89.0,拼多多,28500,4.6,冬季双人电热毯 水暖循环不干燥 三档调温自动断电 加厚绒面亲肤舒适 1.8m大床适用
加厚珊瑚绒毛毯被子冬季双层办公室午睡毯,家居收纳,49.0,抖音,42500,4.7,冬季加厚双层珊瑚绒毛毯 办公室午睡沙发毯 柔软亲肤不掉毛 200x230cm可当被子
暖手宝充电式防爆暖水袋暖宝宝暖手捂,日用百货,29.0,拼多多,52500,4.6,冬季充电暖手宝 防爆安全设计 智能温控自动断电 持久保温6小时 随身取暖神器
毛绒拖鞋女冬季包跟加厚保暖棉拖鞋室内,日用百货,19.0,抖音,48500,4.6,冬季包跟毛绒棉拖鞋 加厚保暖 防滑鞋底不摔倒 柔软亲肤不臭脚 36-41码
暖脚宝电热暖脚器办公室桌下取暖脚垫,日用百货,49.0,拼多多,15500,4.5,冬季办公室桌下暖脚器 电热恒温 3档可调 可拆卸清洗 学生宿舍家用暖脚神器
加厚法兰绒睡衣女冬季珊瑚绒家居服套装,女装,79.0,抖音,38500,4.7,冬季加厚法兰绒睡衣 珊瑚绒双层设计 保暖亲肤不掉毛 居家睡眠两穿 S-3XL
热水袋注水暖水袋大号保暖防爆煖宝宝,日用百货,15.0,拼多多,42500,4.5,冬季注水热水袋 大号1000ml 防爆防漏 加厚橡胶 持久保温 暖手捂暖脚暖被窝
毛绒四件套冬季加厚水晶绒保暖床单被套,家居收纳,139.0,抖音,18500,4.7,冬季加厚水晶绒毛绒四件套 不掉毛不起球 柔软亲肤保暖 1.5/1.8/2.0m床通用
加厚马桶垫冬季保暖防水粘帖式马桶坐垫,浴室用品,12.0,拼多多,35500,4.5,冬季加厚毛绒马桶垫 粘贴式安装不移位 防水底层 柔软保暖不冰PP 多色可选
泡脚桶足浴盆折叠恒温加热电动按摩洗脚盆,浴室用品,89.0,抖音,22500,4.7,冬季泡脚神器 恒温加热+电动按摩 可折叠收纳 红光暖足 过膝高桶 居家养生必备
风衣女中长款韩版宽松卡其色春秋外套,女装,129.0,小红书,12500,4.8,春秋中长款风衣 卡其色经典百搭 宽松韩版显瘦 通勤气质 适合10-20度穿着
针织开衫女短款小香风外套春秋外搭,女装,69.0,抖音,22500,4.7,春秋针织开衫 小香风粗花呢面料 短款显高 空调房外搭通勤约会 多色可选
卫衣女春季加绒宽松韩版连帽套头衫,女装,55.0,拼多多,38500,4.6,春秋加绒卫衣 韩版宽松连帽 套头休闲百搭 适合10-20度单穿或内搭 学生党最爱
白衬衫女设计感小众春秋长袖打底衬衣,女装,49.0,抖音,22500,4.7,春秋长袖白衬衫 设计感小众翻领 通勤百搭打底 不易皱易打理 S-XL码
牛仔外套女春秋短款修身复古做旧夹克,女装,89.0,拼多多,18500,4.7,春秋牛仔外套 短款修身 复古做旧水洗 百搭T恤连衣裙 适合15-25度
西装外套女春秋中长款宽松气质通勤小西装,女装,119.0,小红书,10500,4.8,春秋中长款西装外套 宽松气质通勤 韩版休闲 不挑身材 适合搭配牛仔裤连衣裙
薄款打底衫女长袖V领修身内搭春秋上衣,女装,29.0,拼多多,42500,4.6,春秋薄款打底衫 V领修身显瘦 莫代尔面料柔软亲肤 百搭所有外套 10色可选
灯芯绒衬衫女长袖宽松复古文艺春秋上衣,女装,59.0,抖音,15500,4.7,春秋灯芯绒衬衫 宽松复古文艺风 长袖可卷 单穿内搭均可 适合10-22度 多色可选
运动卫衣套装女春秋宽松休闲跑步健身服,运动户外,79.0,拼多多,22500,4.5,春秋运动卫衣套装 宽松休闲 速干透气 跑步健身 适合10-20度 多色可选 S-2XL
棒球服女春秋宽松韩版短款飞行员夹克,女装,109.0,抖音,13500,4.7,春秋韩版棒球服 宽松短款飞行员夹克 学院风百搭 适合15-25度 复古撞色设计
婴儿连体羽绒服新生儿冬季加厚外出抱衣,母婴,89.0,抖音,12500,4.8,冬季婴儿连体羽绒服 0-3岁 加厚保暖 防风连帽 拉链穿脱方便 宝宝出门拜年必备
儿童加绒卫衣男童女童冬装加厚保暖上衣,母婴,49.0,拼多多,28500,4.6,冬季儿童加绒卫衣 男女童通用 加厚保暖 柔软亲肤不起球 3-12岁 多色可选
宝宝毛线帽冬季加厚护耳婴儿帽子针织帽,母婴,19.0,抖音,18500,4.7,冬季宝宝加厚毛线帽 护耳设计 柔软不扎皮肤 0-3岁 多种卡通造型 保暖可爱
儿童羽绒服男童中长款冬季加厚保暖外套,母婴,159.0,拼多多,12500,4.7,冬季儿童中长款羽绒服 85%白鸭绒 加厚保暖 防风连帽 3-12岁 男童多色可选
婴儿棉衣新生儿冬季加厚连体哈衣爬服,母婴,59.0,拼多多,15500,4.7,冬季新生儿加厚棉衣 连体哈衣设计 全棉内里亲肤 A类标准 0-18个月 换尿布方便
儿童雪地靴男童女童冬季加绒防滑保暖鞋,母婴,45.0,抖音,22500,4.6,冬季儿童雪地靴 加绒保暖防滑 轻便柔软 男女童通用 15-25码 幼儿园必备
婴儿睡袋冬季加厚防踢被宝宝保暖睡袋,母婴,69.0,小红书,10500,4.8,冬季婴儿加厚睡袋 防踢被设计 分腿式活动自如 纯棉内里 A类标准 0-3岁可用
儿童加绒牛仔裤冬季保暖男童长裤棉裤,母婴,55.0,拼多多,18500,4.6,冬季儿童加绒牛仔裤 内里绒毛保暖 弹力腰不勒 3-12岁 男童百搭款
狗狗衣服冬季加厚保暖泰迪柯基小型犬棉服,宠物用品,29.0,抖音,25500,4.6,冬季狗狗加厚棉服 小型犬专用 泰迪柯基比熊 保暖防风 穿脱方便 XS-M码 多种款式
宠物恒温窝垫冬季加厚保暖猫窝冬天狗窝,宠物用品,49.0,拼多多,18500,4.7,冬季宠物恒温窝垫 自发热材质无需插电 双面可用 猫狗通用 可拆洗 多尺寸可选
猫咪保暖帐篷冬季加厚防风寒猫窝房子,宠物用品,55.0,抖音,10500,4.7,冬季猫咪保暖帐篷 加厚毛绒内里 半封闭防风寒 可折叠收纳 猫主子过冬神器
狗狗围巾冬季保暖宠物口水巾装饰围脖,宠物用品,12.0,拼多多,22500,4.5,冬季宠物保暖围巾 毛绒材质亲肤柔软 装饰+保暖两用 小型犬猫咪通用 多色可选
仓鼠保暖棉窝龙猫兔兔金丝熊冬天小宠棉屋,宠物用品,15.0,拼多多,12500,4.6,冬季小宠保暖棉屋 仓鼠龙猫兔兔通用 加厚棉质 悬挂式设计 给小宠一个温暖冬天
自热小火锅麻辣即食懒人自嗨锅速食,食品饮料,35.0,拼多多,38500,4.5,冬季暖身自热火锅 15分钟自热即食 麻辣鲜香 不用火不用电 户外办公室宿舍懒人必备
红糖姜茶速溶冲泡饮品暖身暖宫冬季热饮,食品饮料,25.0,抖音,32500,4.7,冬季暖身红糖姜茶 云南小黄姜+古法红糖 独立包装一冲即饮 暖宫驱寒 20条装
速溶热巧克力可可粉冬季暖饮冲饮饮品,食品饮料,29.0,小红书,15500,4.7,冬季暖饮热巧克力可可粉 丝滑浓郁 独立包装一冲即饮 暖手暖心 瑞士进口配方
烤红薯干农家自制无糖地瓜干片零食,食品饮料,15.0,拼多多,28500,4.6,农家自制烤红薯干 冬季暖身零食 自然甜糯无添加 独立包装 500g大袋 回忆童年味道
火锅底料重庆正宗麻辣香锅底料调料包,食品饮料,19.0,抖音,42500,4.6,重庆正宗火锅底料 冬季家庭火锅必备 麻辣鲜香 一料多用可炒菜 200g大块装
防晒衣女UPF50+冰丝防晒服夏季轻薄透气,女装,59.0,抖音,28500,4.7,夏季防晒衣 UPF50+冰丝凉感 轻薄透气 户外骑行开车防晒 可折叠口袋大小 多色可选
速干T恤男款夏季透气运动短袖跑步健身,运动户外,39.0,拼多多,22500,4.6,夏季速干运动T恤 透气排汗快干 跑步健身户外 简约百搭 男女同款 多色可选
游泳衣女保守遮肚显瘦连体裙式温泉泳装,运动户外,69.0,拼多多,15500,4.6,夏季泳衣女 连体裙式遮肚显瘦 保守设计不暴露 温泉海边度假 均码至大码可选
防晒帽女夏季大帽檐防紫外线遮阳太阳帽,日用百货,25.0,抖音,38500,4.6,夏季大帽檐防晒帽 UPF50+ 可折叠好收纳 防风绳设计 户外钓鱼旅游必备 多色可选
雨鞋防水防滑雨靴短筒女士时尚外穿胶鞋,日用百货,39.0,拼多多,12500,4.5,春秋雨季时尚雨靴 短筒防水防滑 外穿百搭不土气 加绒款可选冬季也保暖 36-40码
春游野餐垫防潮加厚户外沙滩露营垫子,运动户外,29.0,抖音,22500,4.7,春秋野餐垫 防潮加厚 200x200cm大尺寸 可折叠带手提 户外春游沙滩露营必备
风衣女中长款春秋双排扣气质收腰外套,女装,149.0,小红书,10500,4.8,春秋双排扣风衣 中长款收腰显瘦 经典卡其色黑色 通勤气质高级感 适合10-20度
